Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2019-01-02,39.47999954223633,191.89999389648438,76.95649719238281,95.68000030517578,323.80999755859375,126.37999725341797,135.5500030517578,42.95000076293945,110.69000244140625,108.97000122070312,172.02999877929688,172.41000366210938,124.2507095336914,110.14340209960938,127.75,99.30999755859375,46.93000030517578,176.05999755859375,159.65719604492188,72.12786102294922,101.12000274658203,74.05999755859375,3.4054999351501465,91.27999877929688,130.7433319091797,117.37000274658203,243.49000549316406,132.9199981689453,56.02000045776367,31.113332748413086
2019-01-03,35.54750061035156,188.97999572753906,75.01399993896484,93.43000030517578,310.8999938964844,121.51000213623047,130.39999389648438,41.06999969482422,108.56999969482422,106.33000183105469,169.50999450683594,168.61000061035156,122.5918960571289,107.94454956054688,125.72000122070312,97.11000061035156,46.63999938964844,174.89999389648438,153.64549255371094,70.64885711669922,97.4000015258789,72.75,3.1997499465942383,90.63999938964844,126.79666900634766,115.26000213623047,236.85000610351562,128.1300048828125,56.220001220703125,30.953332901000977
2019-01-04,37.064998626708984,195.44000244140625,78.76950073242188,97.63999938964844,327.0799865722656,128.14999389648438,137.9600067138672,42.91999816894531,110.81999969482422,109.61000061035156,175.0500030517578,173.6199951171875,126.88030242919922,112.16061401367188,127.83000183105469,100.69000244140625,47.56999969482422,178.27999877929688,159.966552734375,72.77671813964844,101.93000030517578,74.6500015258789,3.404750108718872,92.48999786376953,130.1566619873047,118.68000030517578,239.6199951171875,133.64999389648438,56.36000061035156,31.14666748046875
2019-01-07,36.98249816894531,198.07000732421875,81.47550201416016,98.16999816894531,328.1099853515625,128.22999572753906,142.22000122070312,43.209999084472656,112.26000213623047,110.55999755859375,176.02000427246094,177.0399932861328,127.5871810913086,112.95410919189453,127.01000213623047,100.76000213623047,46.95000076293945,180.22000122070312,159.59866333007812,71.97518920898438,102.05999755859375,75.72000122070312,3.5850000381469727,92.12000274658203,131.9933319091797,118.30000305175781,240.0800018310547,136.05999755859375,56.720001220703125,31.51333236694336
2019-01-08,37.6875,200.61000061035156,82.8290023803711,98.6500015258789,340.5299987792969,129.77000427246094,145.72000122070312,43.560001373291016,111.7699966430664,111.41999816894531,175.3699951171875,177.88999938964844,127.32328033447266,114.56022644042969,129.9600067138672,100.56999969482422,47.47999954223633,180.60000610351562,160.26756286621094,72.5095443725586,102.80000305175781,76.7300033569336,3.4957499504089355,92.45999908447266,132.92999267578125,117.83999633789062,243.2899932861328,136.8000030517578,58.380001068115234,31.733333587646484
2019-01-09,38.32749938964844,200.3699951171875,82.97100067138672,98.83000183105469,343.8299865722656,130.27000427246094,145.99000549316406,43.31999969482422,113.2699966430664,112.66999816894531,176.47000122070312,179.72999572753906,127.91706085205078,115.38240814208984,128.92999267578125,100.4000015258789,46.56999969482422,180.2899932861328,160.78594970703125,71.95610809326172,104.2699966430664,76.58999633789062,3.564500093460083,90.94999694824219,132.7133331298828,118.68000030517578,243.63999938964844,138.41000366210938,57.04999923706055,31.6299991607666
2019-01-10,38.45000076293945,202.67999267578125,82.81099700927734,98.26000213623047,352.6099853515625,132.9600067138672,147.0399932861328,43.2400016784668,113.44999694824219,112.80000305175781,176.0,179.05999755859375,129.83035278320312,116.43403625488281,129.7100067138672,100.38999938964844,47.06999969482422,181.5500030517578,161.87290954589844,71.0687026977539,103.5999984741211,76.41999816894531,3.6307499408721924,91.16999816894531,133.18333435058594,120.2699966430664,244.8699951171875,138.6699981689453,57.599998474121094,31.65333366394043
2019-01-11,38.0724983215332,200.55999755859375,82.02799987792969,98.55000305175781,352.8999938964844,132.10000610351562,147.5500030517578,43.4900016784668,112.54000091552734,112.6500015258789,176.92999267578125,179.41000366210938,129.4627685546875,116.11854553222656,129.75,99.91000366210938,47.34000015258789,182.3699951171875,160.71070861816406,71.46946716308594,102.80000305175781,76.04000091552734,3.720750093460083,91.7699966430664,131.97666931152344,120.47000122070312,247.6699981689453,138.05999755859375,58.02000045776367,31.613332748413086
2019-01-14,37.5,196.77999877929688,80.8604965209961,98.44000244140625,350.3599853515625,131.8000030517578,146.0500030517578,43.209999084472656,111.72000122070312,112.41999816894531,178.72000122070312,178.80999755859375,129.69839477539062,115.0956039428711,128.27999877929688,100.94000244140625,47.150001525878906,181.22000122070312,160.67726135253906,70.0095443725586,102.05000305175781,76.08999633789062,3.760999917984009,91.1500015258789,132.60000610351562,120.58000183105469,248.05999755859375,137.10000610351562,58.029998779296875,31.649999618530273
2019-01-15,38.26750183105469,199.3800048828125,83.72799682617188,97.98999786376953,352.239990234375,130.69000244140625,149.19000244140625,44.02000045776367,112.12000274658203,111.76000213623047,179.91000366210938,176.47000122070312,129.8491973876953,116.37667083740234,129.36000061035156,101.68000030517578,47.56999969482422,181.02000427246094,157.97659301757812,71.08778381347656,105.01000213623047,77.87999725341797,3.7467501163482666,92.01000213623047,127.14666748046875,121.81999969482422,256.8699951171875,137.33999633789062,58.099998474121094,32.08333206176758
