Date,Official DJIA
2019-08-15,109.56535342824456
2019-08-16,110.87870897306387
2019-08-19,111.94859986070763
2019-08-20,111.20608368836156
2019-08-21,112.23533299451405
2019-08-22,112.44740039863552
2019-08-23,109.77742083236602
2019-08-26,110.93362279375317
2019-08-27,110.41563922857962
2019-08-28,111.52159554599054
2019-08-29,112.91861017168935
2019-08-30,113.09435280289293
2019-09-03,111.87248682892346
2019-09-04,112.88957210471607
2019-09-05,114.48588775879414
2019-09-06,114.78276873911125
2019-09-09,114.94574499457262
2019-09-10,115.26236951797729
2019-09-11,116.23729898291472
2019-09-12,116.43180634595959
2019-09-13,116.59059128146889
2019-09-16,115.97936130474703
2019-09-17,116.12491137366119
2019-09-18,116.28030811639488
2019-09-19,116.05632765915617
2019-09-20,115.3721971593559
2019-09-23,115.43610433123976
2019-09-24,114.82692400199946
2019-09-25,115.52485825014483
2019-09-26,115.18393912965276
2019-09-27,114.88038215468146
2019-09-30,115.29406794372254
2019-10-01,113.82149243617334
2019-10-02,111.70372136506522
2019-10-03,112.2280881181099
2019-10-04,113.82441213809605
2019-10-07,113.41449100769455
2019-10-08,112.06960435529174
2019-10-09,112.84904764593804
2019-10-10,113.49437706402638
2019-10-11,114.86470444292463
2019-10-14,114.73950026248036
2019-10-15,115.75654370873255
2019-10-16,115.65879643863293
2019-10-17,115.76117005590518
2019-10-18,114.66599739401963
2019-10-21,114.91203875088627
2019-10-22,114.7426709416457
2019-10-23,114.93906063401035
2019-10-24,114.81732830542258
2019-10-25,115.47067226345918
2019-10-28,116.03890147260897
2019-10-29,115.95640525295369
2019-10-30,116.44996873241853
2019-10-31,115.84833445227353
2019-11-01,117.13817342945762
2019-11-04,117.6296872614409
2019-11-05,117.76042130713131
2019-11-06,117.76012013444014
2019-11-07,118.54071792040257
2019-11-08,118.56830031936855
2019-11-11,118.61220460501411
2019-11-12,118.61220460501411
2019-11-13,119.00669900090142
2019-11-14,118.99972183355608
2019-11-15,119.95460658271477
2019-11-18,120.0888041143536
2019-11-19,119.6510412418354
2019-11-20,119.16732443619009
2019-11-21,118.93259378705835
2019-11-22,119.40089222409757
2019-11-25,120.21837529881978
2019-11-26,120.45485442274189
2019-11-27,120.6361269191916
2019-11-29,120.15386578155359
2019-12-02,119.00433981482063
2019-12-03,117.80402442008571
2019-12-04,118.43354227188783
2019-12-05,118.55351775977714
2019-12-06,119.99816786612874
2019-12-09,119.54644229301175
2019-12-10,119.42702732096434
2019-12-11,119.55372899895636
2019-12-12,120.4992773946889
2019-12-13,120.51354126797887
2019-12-16,120.9440592640929
2019-12-17,121.07799745258099
2019-12-18,120.95857411462549
2019-12-19,121.5483120734694
2019-12-20,121.88296512880362
2019-12-23,122.29604857246235
2019-12-24,122.14150515235364
2019-12-26,122.59528873886028
2019-12-27,122.69752850160312
2019-12-30,121.91316605700112
2019-12-31,122.23998025645692
2020-01-02,123.65503177999335
2020-01-03,122.65307206602375
2020-01-06,122.94648119448436
2020-01-07,122.43375978549811
2020-01-08,123.12513516170254
2020-01-09,124.03239279611654
2020-01-10,123.46214740311756
2020-01-13,123.81886972398777
2020-01-14,123.95858875496464
2020-01-15,124.34644898573822
2020-01-16,125.49190075523235
2020-01-17,125.70803399068456
2020-01-21,125.05670621649715
2020-01-22,125.01485994424122
2020-01-23,124.90272331223034
2020-01-24,124.17301534516692
2020-01-27,122.2286779146301
2020-01-28,123.02987256630504
2020-01-29,123.07955769443939
2020-01-30,123.6149339825278
2020-01-31,121.03032014238775
2020-02-03,121.64618483219034
2020-02-04,123.39301990458682
2020-02-05,125.46281249281054
2020-02-06,125.84368719033068
2020-02-07,124.65608797588945
2020-02-10,125.40272017501479
2020-02-11,125.40066216162516
2020-02-12,126.57892502264023
2020-02-13,126.03018837933537
2020-02-14,125.92211757865522
2020-02-18,125.21155080929704
2020-02-19,125.70773281799339
2020-02-20,125.15925551783926
2020-02-21,124.18449337106358
2020-02-24,119.76575457353738
2020-02-25,115.99880367514342
2020-02-26,115.46865607960999
2020-02-27,110.36740976845257
2020-02-28,108.83705093373992
2020-03-02,114.37953196927202
2020-03-03,111.01320767739385
2020-03-04,116.03949545208322
2020-03-05,111.88644952952224
2020-03-06,110.78777155214785
2020-03-09,102.16214384760661
2020-03-10,107.1614097391719
2020-03-11,100.8865687437125
2020-03-12,90.80956474271696
2020-03-13,99.3120044506631
2020-03-16,86.4743930010813
2020-03-17,90.96702786474836
2020-03-18,85.2339379793404
2020-03-19,86.04036132357032
2020-03-20,82.12877224024378
2020-03-23,79.63564797095357
2020-03-24,88.68627217227078
2020-03-25,90.80927193593388
2020-03-26,96.59872294413037
2020-03-27,92.6777891414696
2020-03-30,95.63630051178443
2020-03-31,93.87875707703537
2020-04-01,89.70827660201911
2020-04-02,91.72114755161242
2020-04-03,90.17524485967235
2020-04-06,97.14622143303822
2020-04-07,97.03429394872953
2020-04-08,100.37406484833654
2020-04-09,101.59823981293829
2020-04-13,100.1907343384972
2020-04-14,102.58508233099298
2020-04-15,100.67723699153579
2020-04-16,100.82000121305667
2020-04-17,103.83894790339886
2020-04-20,101.30299018469833
2020-04-21,98.59780687719474
2020-04-22,100.5550361720951
2020-04-23,100.72396895411508
2020-04-24,101.83768046832354
2020-04-27,103.37330145922351
2020-04-28,103.23525560986424
2020-04-29,105.51531693197053
2020-04-30,104.2811196094794
2020-05-01,101.61674520162885
2020-05-04,101.72841334278681
2020-05-05,102.29951205841077
2020-05-06,101.36381870240582
2020-05-07,102.26867532119859
2020-05-08,104.21943776914695
2020-05-11,103.75113933210773
2020-05-12,101.79274717598315
2020-05-13,99.57907770046285
2020-05-14,101.19547989986008
2020-05-15,101.45282359855354
2020-05-18,105.35901667116335
2020-05-19,103.68632864215037
2020-05-20,105.26705860946059
2020-05-21,104.8310944071813
2020-05-22,104.79271998678186
2020-05-26,107.0626752919179
2020-05-27,109.43205104877116
2020-05-28,108.7997055200353
2020-05-29,108.72461312903786
2020-06-01,109.11829603184064
2020-06-02,110.26465131940827
2020-06-03,112.52300311002634
2020-06-04,112.57410207662754
2020-06-05,116.12568103720528
2020-06-08,118.10226904342116
2020-06-09,116.81667158163766
2020-06-10,115.607438128881
2020-06-11,107.63261951222573
2020-06-12,109.67735620572604
2020-06-15,110.35250172023986
2020-06-16,112.609054840619
2020-06-17,111.87929667810704
2020-06-18,111.7100627233959
2020-06-19,110.81639132371672
2020-06-22,111.47388477216495
2020-06-23,112.03559693891422
2020-06-24,108.99373602631914
2020-06-25,110.27728384062108
2020-06-26,107.1502328859664
2020-06-29,109.63564378799953
2020-06-30,110.56547264243481
2020-07-01,110.23175656880646
2020-07-02,110.6274891190908
2020-07-06,112.5964139534981
2020-07-07,110.89657018683164
2020-07-08,111.65514890270659
2020-07-09,110.10804988590994
2020-07-10,111.6895076872238
2020-07-13,111.73448280910462
2020-07-14,114.11940242318528
2020-07-15,115.09390522681022
2020-07-16,114.51398884406156
2020-07-17,114.24515875356336
2020-07-20,114.28336585580102
2020-07-21,114.96669322842484
2020-07-22,115.67532747301472
2020-07-23,114.1611232068199
2020-07-24,113.37967209823249
2020-07-27,113.87173808014958
2020-07-28,112.99155252430819
2020-07-29,113.67813423517822
2020-07-30,112.71044128073687
2020-07-31,113.20161211048855
2020-08-03,114.21282451880343
2020-08-04,114.91559426182364
2020-08-05,116.51349107253033
2020-08-06,117.30788424092978
2020-08-07,117.50705978068773
2020-08-10,119.0403215855069
2020-08-11,118.59258655054786
2020-08-12,119.83445541075562
2020-08-13,119.4912774950798
2020-08-14,119.6381912070123
2020-08-17,119.26935505123073
2020-08-18,118.98305694464487
2020-08-19,118.61816113157273
2020-08-20,118.81883416887841
2020-08-21,119.63523804145726
2020-08-24,121.2549029450088
2020-08-25,120.99781022355798
2020-08-26,121.35538586705317
2020-08-27,122.04221855516585
2020-08-28,122.7344054244548
2020-08-31,121.77571418711608
2020-09-01,122.69924351276114
2020-09-02,124.64747945646695
2020-09-03,121.18752392126844
2020-09-04,120.50467340540563
2020-09-08,117.79580073243525
2020-09-09,119.6786738362499
2020-09-10,117.94010428104431
2020-09-11,118.50148181147007
2020-09-14,119.9050887727422
2020-09-15,119.91480995794039
2020-09-16,120.07235673905268
2020-09-17,119.51380688556065
2020-09-18,118.4662697043279
2020-09-21,116.28296010925877
2020-09-22,116.8846864143927
2020-09-23,114.63572117264934
2020-09-24,114.85977692306083
2020-09-25,116.39544810940934
2020-09-28,118.15204619654446
2020-09-29,117.58921299811139
2020-09-30,118.99860080187229
2020-10-01,119.14937956334143
2020-10-02,118.57502650947126
2020-10-05,120.57033741798796
2020-10-06,118.96031004055374
2020-10-07,121.23348622030365
2020-10-08,121.7562634508116
2020-10-09,122.44755516793515
2020-10-12,123.52104339605673
2020-10-13,122.84552141567897
2020-10-14,122.13529764855238
2020-10-15,122.05048407235674
2020-10-16,122.5306955625132
2020-10-19,120.77070928260247
2020-10-20,121.25630841756757
2020-10-21,120.83667446787595
2020-10-22,121.49134023939045
2020-10-23,121.37102174926954
2020-10-26,118.586036044515
2020-10-27,117.63431360861354
2020-10-28,113.59409032252667
2020-10-29,114.19016127379317
2020-10-30,113.51549261604038
2020-11-02,115.32928005086472
2020-11-03,117.70644446814785
2020-11-04,119.28113424981856
2020-11-05,121.60493253940865
2020-11-06,121.31889377597354
2020-11-09,124.8936463019549
2020-11-10,126.01994850783572
2020-11-11,125.920193419795
2020-11-12,124.56039871917947
2020-11-13,126.27219736850361
2020-11-16,128.2880633131924
2020-11-17,127.57235987626822
2020-11-18,126.09490704430375
2020-11-19,126.28684607356561
2020-11-20,125.3455810227741
2020-11-23,126.7496146453587
2020-11-24,128.6984111049064
2020-11-25,127.95409626232141
2020-11-27,128.11642834286002
2020-11-30,126.95252138012386
2020-12-01,127.74613651907113
2020-12-02,128.00257669969108
2020-12-03,128.3697898693036
2020-12-04,129.43523009384458
2020-12-07,128.79927885872283
2020-12-08,129.24513993027017
2020-12-09,128.79508753877076
2020-12-10,128.49717755175882
2020-12-11,128.6989632548402
2020-12-14,127.90732247020168
2020-12-15,129.35406405357529
2020-12-16,129.16229234247518
2020-12-17,129.79978290468512
2020-12-18,129.26728448897896
2020-12-21,129.42747489704703
2020-12-22,128.56678190705057
2020-12-23,129.05645523925452
2020-12-24,129.35645670328842
2020-12-28,130.2306940984793
2020-12-29,129.93813829264366
2020-12-30,130.254637327427
2020-12-31,131.09811327857847
2021-01-04,129.45934900686214
2021-01-05,130.1777044366502
2021-01-06,132.05295619819674
2021-01-07,132.95987083037912
2021-01-08,133.20333548755465
2021-01-11,132.82091309703827
2021-01-12,133.0779137935001
2021-01-13,133.04271005226602
2021-01-14,132.74736839903707
2021-01-15,131.98810367869893
2021-01-19,132.4860843576342
2021-01-20,133.5905933729459
2021-01-21,133.53760371111682
2021-01-22,132.770759478051
2021-01-25,132.61235937431374
2021-01-26,132.51400975883178
2021-01-27,129.79892958206014
2021-01-28,131.08474455745392
2021-01-29,128.42590001484947
2021-02-01,129.40803252665066
2021-02-02,131.44506421880197
2021-02-03,131.59977495707244
2021-02-04,133.02295814327036
2021-02-05,133.41865722992233
2021-02-08,134.43603531249803
2021-02-09,134.3935030357789
2021-02-10,134.6589449335015
2021-02-11,134.6285264916937
2021-02-12,134.7471801661051
2021-02-16,135.02281173987882
2021-02-17,135.40946727988774
2021-02-18,134.89683789589046
2021-02-19,134.90103758175061
2021-02-22,135.01826905178706
2021-02-23,135.08534690283625
2021-02-24,136.90366865984427
2021-02-25,134.50563966778978
2021-02-26,132.4940068725935
2021-03-01,135.0774662174174
2021-03-02,134.4607063754494
2021-03-03,133.94058113780534
2021-03-04,132.45876130181895
2021-03-05,134.9095206125518
2021-03-08,136.22081814398146
2021-03-09,136.35060684205794
2021-03-10,138.3392752195528
2021-03-11,139.14698691362827
2021-03-12,140.4022244949606
2021-03-15,141.1510401960969
2021-03-16,140.60486352066692
2021-03-17,141.41622275066874
2021-03-18,140.76056980199988
2021-03-19,139.7568532473318
2021-03-22,140.19901658750427
2021-03-23,138.87953719796457
2021-03-24,138.86630233136944
2021-03-25,139.7204866448735
2021-03-26,141.66254854841037
2021-03-29,142.08442456146955
2021-03-30,141.63719984690388
2021-03-31,141.27135868621778
2021-04-01,142.00663834806778
2021-04-05,143.60852569693242
2021-04-06,143.19324201944656
2021-04-07,143.2618759294001
2021-04-08,143.50734840451676
2021-04-09,144.7796357065323
2021-04-12,144.54318168033447
2021-04-13,144.25136207441057
2021-04-14,144.48103971505716
2021-04-15,145.78787821747596
2021-04-16,146.4932748556358
2021-04-19,145.96623937791108
2021-04-20,144.86829760044841
2021-04-21,146.2218680654465
2021-04-22,144.84515749867714
2021-04-23,145.82000330453369
2021-04-26,145.55478728632949
2021-04-27,145.56917664824076
2021-04-28,144.8643488918309
2021-04-29,145.8922680185974
2021-04-30,145.09767406840385
2021-05-03,146.11873315053825
2021-05-04,146.2035467267339
2021-05-05,146.62035299949176
2021-05-06,147.98327654973218
2021-05-07,148.9651497183826
2021-05-10,148.8154836226892
2021-05-11,146.7866337886479
2021-05-12,143.8675342113354
2021-05-13,145.72560239766926
2021-05-14,147.27051791245495
2021-05-17,147.037761617632
2021-05-18,145.89355636844294
2021-05-19,145.18842743934195
2021-05-20,145.99416477910864
2021-05-21,146.52397773831856
2021-05-24,147.32128224273265
2021-05-25,146.97210597095776
2021-05-26,147.01746592461063
2021-05-27,147.62394406553852
2021-05-28,147.9015416277129
2021-06-01,148.09797314961799
2021-06-02,148.20535794583492
2021-06-03,148.10538534418393
2021-06-04,148.87360995208425
2021-06-07,148.33325594868353
2021-06-08,148.20296529612176
2021-06-09,147.54898552907048
2021-06-10,147.63078737835446
2021-06-11,147.68802692149222
2021-06-14,147.32029506557825
2021-06-15,146.91585360497436
2021-06-16,145.77795625048364
2021-06-17,144.87750009934516
2021-06-18,142.59288772323902
2021-06-21,145.1067427127712
2021-06-22,145.4006203320847
2021-06-23,145.09504717326422
2021-06-24,146.47677728488637
2021-06-25,147.49201369499153
2021-06-28,146.84706910867524
2021-06-29,146.88570287222538
2021-06-30,147.7861590233639
2021-07-01,148.3473608697198
2021-07-02,149.00194298215342
2021-07-06,148.10680754855886
2021-07-07,148.5540657267569
2021-07-08,147.4409983874712
2021-07-09,149.3609240982074
2021-07-12,149.90070921985816
2021-07-13,149.44071812955028
2021-07-14,149.6310760021835
2021-07-15,149.86147311092566
2021-07-16,148.5800335054619
2021-07-19,145.47112820544996
2021-07-20,147.82675040940663
2021-07-21,149.05183725798997
2021-07-22,149.16042674497157
2021-07-23,150.18071616356187
2021-07-26,150.5351964210645
2021-07-27,150.16773227420936
2021-07-28,149.6212209624559
2021-07-29,150.2791494381247
2021-07-30,149.64066333285228
2021-08-02,149.22385706009442
2021-08-03,150.4156475944877
2021-08-04,149.02901506072604
2021-08-05,150.19227784853942
2021-08-06,150.81020055173164
2021-08-09,150.35333831104865
2021-08-10,151.05075387289259
2021-08-11,151.99436137794874
2021-08-12,152.05810959757892
2021-08-13,152.12461856687813
2021-08-16,152.5958701694724
2021-08-17,151.38746494161643
2021-08-18,149.7487006699001
2021-08-19,149.46355705863039
2021-08-20,150.4314089653254
2021-08-23,151.3550386818675
2021-08-24,151.48589821617924
2021-08-25,151.65396930966617
2021-08-26,150.8299440948192
2021-08-27,151.86942490656327
2021-08-30,151.6297249080273
2021-08-31,151.46220596447418
2021-09-01,151.25575208467973
2021-09-02,151.81810842635178
2021-09-03,151.4980120510906
2021-09-07,150.34540743018127
2021-09-08,150.0501578019413
2021-09-09,149.40041118438253
2021-09-10,148.23679702842944
2021-09-13,149.35864857120748
2021-09-14,148.10766087118384
2021-09-15,149.12204395866405
2021-09-16,148.85189205468794
2021-09-17,148.13896609924896
2021-09-20,145.50723546475757
2021-09-21,145.2903743953017
2021-09-22,146.74020299875974
2021-09-23,148.90971721139186
2021-09-24,149.05183725798997
2021-09-27,149.35754427133986
2021-09-28,146.9186812819081
2021-09-29,147.30731117622577
2021-09-30,144.96519154792307
2021-10-01,147.03207280013217
2021-10-04,145.64624339354697
2021-10-05,146.98157617891331
2021-10-06,147.4198326400087
2021-10-07,148.867402448283
2021-10-08,148.83017415729162
2021-10-11,147.7585180630413
2021-10-12,147.25428805076433
2021-10-13,147.25201252376442
2021-10-14,149.54253123098064
2021-10-15,151.17963905289554
2021-10-18,151.0247860941876
2021-10-19,151.87588338760716
2021-10-20,152.52708567317325
2021-10-21,152.50026457184327
2021-10-22,152.81698112023693
2021-10-25,153.0916673463967
2021-10-26,153.15904637013705
2021-10-27,152.01887348864642
2021-10-28,153.0459727564203
2021-10-29,153.42752509249556
2021-11-01,153.83136420771714
2021-11-02,154.42584563644692
2021-11-03,154.87537934164487
2021-11-04,154.73253982695118
2021-11-05,155.6051375041568
2021-11-08,156.05175987334016
2021-11-09,155.57100459915796
2021-11-10,154.5428344951488
2021-11-11,153.86302080392193
2021-11-12,154.63007418468996
2021-11-15,154.5749930458389
2021-11-16,154.80958984044122
2021-11-17,153.90508458978815
2021-11-18,153.64764886610573
2021-11-19,152.49556293149786
2021-11-22,152.5695342908115
2021-11-23,153.4028623954523
2021-11-24,153.362505254836
2021-11-26,149.48591076504138
2021-11-29,150.49935687081575
2021-11-30,147.70566225574163
2021-12-01,145.72812890191182
2021-12-02,148.3741652392336
2021-12-03,148.11840269716876
2021-12-06,150.8895260922216
2021-12-07,152.99863844845868
2021-12-08,153.14992753032118
2021-12-09,153.14967655307856
2021-12-10,154.07615067837057
2021-12-13,152.70531297907897
2021-12-14,152.24798224754304
2021-12-15,153.88957419619308
2021-12-16,153.76197736603567
2021-12-17,151.4823845347823
2021-12-20,149.6264914845513
2021-12-21,152.02747364216083
2021-12-22,153.14624653076248
2021-12-23,153.9886432797706
2021-12-27,155.49561103546935
2021-12-28,155.90609268171275
2021-12-29,156.29338403073635
2021-12-30,155.90552379996276
2021-12-31,155.64947681702296
2022-01-03,156.70642564485465
2022-01-04,157.6255879664778
2022-01-05,155.94420775896145
2022-01-06,155.21329510113338
2022-01-07,155.19269823542083
2022-01-10,154.49541652810632
2022-01-11,155.27990446132964
2022-01-12,155.44395991893435
2022-01-13,154.68709621421743
2022-01-14,153.82266366330566
2022-01-18,151.49535169231862
2022-01-19,150.03978407591225
2022-01-20,148.697992809502
2022-01-21,146.77040392695724
2022-01-24,147.19500722605312
2022-01-25,146.90901029215843
2022-01-26,146.3537147769126
2022-01-27,146.3224095488475
2022-01-28,148.74116089523582
2022-01-31,150.4818721229119
2022-02-01,151.6528482779824
2022-02-02,152.61270237654534
2022-02-03,150.39321022899583
2022-02-04,150.30145294908718
2022-02-07,150.30740947564578
2022-02-08,151.8993246620696
2022-02-09,153.20693282803248
2022-02-10,150.95188557110916
2022-02-11,148.79508753877076
2022-02-14,148.05883743158256
2022-02-15,149.86927013726364
2022-02-16,149.63552666528628
2022-02-17,146.9702654711784
2022-02-18,145.97288190893292
2022-02-22,143.90586680219437
2022-02-23,141.9147639454459
2022-02-24,142.30911612089574
2022-02-25,145.88537451033295
2022-02-28,145.17370344110714
2022-03-01,142.61375229801038
2022-03-02,145.16834925993086
2022-03-03,144.75418661412877
2022-03-04,143.98378687012556
2022-03-07,140.568153915977
2022-03-08,139.77685613357008
2022-03-09,142.57649054338665
2022-03-10,142.0959862464471
2022-03-11,141.11133559631148
2022-03-14,141.1158197230466
2022-03-15,143.68197836994463
2022-03-16,145.9040137535529
2022-03-17,147.69299627089646
2022-03-18,148.86735225283448
2022-03-21,148.0023675519889
2022-03-22,149.092361716768
2022-03-23,147.16930715640692
2022-03-24,148.66608523605456
2022-03-25,149.32270863006164
2022-03-28,149.7281372678199
2022-03-29,151.17719620773386
2022-03-30,150.89713906858162
2022-03-31,148.5393417285221
2022-04-01,149.1386586521267
2022-04-04,149.58245334437632
2022-04-05,148.3801217657922
2022-04-06,147.76045895371772
2022-04-07,148.13336094083002
2022-04-08,148.72253838383205
2022-04-11,146.95333287320838
2022-04-12,146.57760320916233
2022-04-13,148.05206104603133
2022-04-14,147.56650374060666
2022-04-18,147.39714429727417
2022-04-19,149.5367085589514
2022-04-20,150.60578795351066
2022-04-21,149.02939989249808
2022-04-22,144.8258824464425
2022-04-25,145.84558625146664
2022-04-26,142.37915550340807
2022-04-27,142.64365205351672
2022-04-28,145.27560020161837
2022-04-29,141.25276963844638
2022-05-02,141.61380876788996
2022-05-03,141.90203103333604
2022-05-04,145.8952630136929
2022-05-05,141.3416825096051
2022-05-06,140.91935473750917
2022-05-09,138.1194526186338
2022-05-10,137.75554398271603
2022-05-11,136.3564713436276
2022-05-12,135.911823328753
2022-05-13,137.90940139836152
2022-05-16,138.02402270507454
2022-05-17,139.8708722086625
2022-05-18,134.88283336575122
2022-05-19,133.86793995787767
2022-05-20,133.90550288519256
2022-05-23,136.5540657267569
2022-05-24,136.76128927009543
2022-05-25,137.58223583076605
2022-05-26,139.79634033350692
2022-05-27,142.26256820829437
2022-05-31,141.30806829090773
2022-06-01,140.5503847271982
2022-06-02,142.41385729015687
2022-06-03,140.92076021006795
2022-06-06,140.98964509726414
2022-06-07,142.12198748878444
2022-06-08,140.96873032704426
2022-06-09,138.2354877638137
2022-06-10,134.46614421570658
2022-06-13,130.7137248996614
2022-06-14,130.06304130039675
2022-06-15,131.36388981262456
2022-06-16,128.18796522292007
2022-06-17,128.02395159485582
2022-06-21,130.77159188590574
2022-06-22,130.56976435328394
2022-06-23,131.4017120830902
2022-06-24,134.92827697848497
2022-06-27,134.66091092190214
2022-06-28,132.5566340605399
2022-06-29,132.90924035463084
2022-06-30,131.8217810600024
2022-07-01,133.20029029701064
2022-07-05,132.6458564702979
2022-07-06,132.94508827078772
2022-07-07,134.4308568153916
2022-07-08,134.23210793694616
2022-07-11,133.52830918723112
2022-07-12,132.70372345654224
2022-07-13,131.8104703522675
2022-07-14,131.19958337777723
2022-07-15,134.01840918074754
2022-07-18,133.09470417103262
2022-07-19,136.32623695179774
2022-07-20,136.53093399089371
2022-07-21,137.22509521449143
2022-07-22,136.63565842833867
2022-07-25,137.02437198173723
2022-07-26,136.0456276627117
2022-07-27,137.91338357061142
2022-07-28,139.33562977510348
2022-07-29,140.68701673809062
2022-08-01,140.4868540211783
2022-08-02,138.7639705436376
2022-08-03,140.5472558775733
2022-08-04,140.18026022157107
2022-08-05,140.5085719185746
2022-08-08,140.63309009455568
2022-08-09,140.38410393804207
2022-08-10,142.67612850871413
2022-08-11,142.7924648265852
2022-08-12,144.6102260677513
2022-08-15,145.25868433546455
2022-08-16,146.28484662153258
2022-08-17,145.54943310515318
2022-08-18,145.6296119682681
2022-08-19,144.37758689564157
2022-08-22,141.62284394862496
2022-08-23,140.96312516862534
2022-08-24,141.218586537999
2022-08-25,142.6001827950917
2022-08-26,138.28093974245553
2022-08-29,137.4910474326074
2022-08-30,136.17125850446845
2022-08-31,134.97003959166003
2022-09-01,135.59536612351008
2022-09-02,134.14767919252256
2022-09-06,133.40606653824997
2022-09-07,135.27351290755044
2022-09-08,136.1012274878642
2022-09-09,137.71686838962543
2022-09-12,138.7004482035258
2022-09-13,133.2333189021419
2022-09-14,133.36232957076618
