Date,Dow-style reconstruction
2024-01-02,100.0
2024-01-03,99.15635104047276
2024-01-04,99.15537877114373
2024-01-05,99.25436384147353
2024-01-08,99.91307307930836
2024-01-09,99.55012063081718
2024-01-10,100.0690789388848
2024-01-11,100.12852070372514
2024-01-12,99.92853279535275
2024-01-16,99.31206391981884
2024-01-17,99.10689070304782
2024-01-18,99.72025803366114
2024-01-19,100.7385420298374
2024-01-22,101.11708336940136
2024-01-23,100.87124997603333
2024-01-24,100.63494320900212
2024-01-25,101.23234122872422
2024-01-26,101.46730951714132
2024-01-29,102.19028313955764
2024-01-30,102.49151680927919
2024-01-31,101.5714306710943
2024-02-01,102.63594863752252
2024-02-02,103.27162445712906
2024-02-05,102.53761712370395
2024-02-06,102.86951872467857
2024-02-07,103.36223773099661
2024-02-08,103.52132061912306
2024-02-09,103.48460053693707
2024-02-12,103.69833572807384
2024-02-13,102.32601805737977
2024-02-14,102.82694006206799
2024-02-15,103.65181306635613
2024-02-16,103.22008592521891
2024-02-20,102.92504286311332
2024-02-21,103.12479520949145
2024-02-22,104.66567515422713
2024-02-23,104.84794137530754
2024-02-26,105.36777788099268
2024-02-27,105.20024493914794
2024-02-28,105.19069955240052
2024-02-29,105.34290959419441
2024-03-01,105.67459601843883
