Date,S&P 500-style reconstruction,Official S&P 500
2019-04-12,113.24886520444394,115.83167843309893
2019-04-15,113.18740256506254,115.75877755290955
2019-04-16,113.20808090498811,115.8177402127772
2019-04-17,112.87243068123753,115.55439247013179
2019-04-18,113.134006206922,115.73686351914482
2019-04-22,113.13100775551028,115.85399125753581
2019-04-23,114.00766798767808,116.87828023565221
2019-04-24,113.87496579612542,116.62211072510551
2019-04-25,113.78479498922331,116.57908023892035
2019-04-26,114.40305141462682,117.12528728734122
2019-04-29,114.51349747120207,117.25078962984736
2019-04-30,115.10469377878736,117.36234402543
2019-05-01,114.09109620152068,116.48187258093336
2019-05-02,113.92848217011746,116.2344667385722
2019-05-03,114.9404550015112,117.35476700265916
2019-05-06,114.46201402223414,116.83007519733087
2019-05-07,112.61473909934891,114.90101772352193
2019-05-08,112.46931424890543,114.71655272114815
2019-05-09,112.1719938325863,114.36994526743923
2019-05-10,112.78126238926798,114.79543546141977
2019-05-13,110.29996315987016,112.02535763985175
2019-05-14,111.32601516384118,112.92334669411773
2019-05-15,111.79566231923346,113.58270330080984
2019-05-16,112.8078457847228,114.59305405860452
2019-05-17,112.2206491117274,113.92413620238257
2019-05-20,111.62564235019951,113.15521915346856
2019-05-21,112.50173906469814,114.11656729159759
2019-05-22,112.20873308969557,113.79425688908455
2019-05-23,110.95710503901495,112.4384950495974
2019-05-24,111.15426255109746,112.5906871873323
2019-05-28,110.06066829191472,111.64766396691866
2019-05-29,109.33500858060282,110.87596510990136
2019-05-30,109.60703675629809,111.10863515059648
2019-05-31,108.28375387142941,109.64251528754315
2019-06-03,108.44866752999178,109.33932738408978
2019-06-04,110.76776761967733,111.68272836626258
2019-06-05,111.73602087487227,112.5942665767799
2019-06-06,112.42433111399122,113.28509846676658
2019-06-07,113.43412457255391,114.47433115752494
2019-06-10,113.83803776931731,115.00778663103877
2019-06-11,113.72009828564336,114.96754767955866
2019-06-12,113.61137291465637,114.7332922027767
2019-06-13,114.02796643764894,115.20339831902923
2019-06-14,113.8468588621318,115.01774667124076
2019-06-17,113.75420996544128,115.12491436942976
2019-06-18,114.85441798811841,116.24362919742988
2019-06-19,115.25607988373625,116.59063544181095
2019-06-20,116.41852228840386,117.69500353221542
2019-06-21,116.14729199858469,117.54679930120203
2019-06-24,115.87934521750344,117.34322152637033
2019-06-25,114.85293055305077,116.22888366916209
2019-06-26,114.59727491122243,116.08546492621448
2019-06-27,115.06798859931406,116.5292800379104
2019-06-28,115.79498030059754,117.20019184749312
2019-07-01,116.60620660977969,118.09938700037729
2019-07-02,116.94595013744504,118.4451968727419
2019-07-03,117.8615808308692,119.35395327515593
2019-07-05,117.57534736357096,119.13841178015974
2019-07-08,117.01873941753365,118.5623246111329
2019-07-09,117.03378189125976,118.7089336794577
2019-07-10,117.44149055512723,119.24439283293404
2019-07-11,117.74453880812577,119.51689330783537
2019-07-12,118.31653253054235,120.06908221633849
2019-07-15,118.29413111901515,120.09019866875893
2019-07-16,117.87612888959487,119.68143822980517
2019-07-17,117.103552079901,118.89976960598412
2019-07-18,117.63913822037269,119.32566831723857
2019-07-19,116.99410913612431,118.58862534229128
2019-07-22,117.20179134250961,118.92407638378175
2019-07-23,118.08741367698643,119.73840693631206
2019-07-24,118.66623879561497,120.29975830367287
2019-07-25,118.07927182301772,119.66669270153737
2019-07-26,118.82897230460006,120.55075326208338
2019-07-29,118.63566650843806,120.35592942883547
2019-07-30,118.39455714370455,120.04557301988517
2019-07-31,117.00423650711042,118.73881380006367
2019-08-01,115.98776886748752,117.67030769034741
2019-08-02,115.277984816892,116.81334544230408
2019-08-05,111.96876787465027,113.33489866777654
2019-08-06,113.4004775599503,114.81018098968757
2019-08-07,113.44552704081275,114.89822618881688
2019-08-08,115.53713326987791,117.05398156984046
2019-08-09,114.83126331073082,116.27948145151635
2019-08-12,113.38334703947383,114.84722961579048
2019-08-13,114.93492294044052,116.5850620990026
2019-08-14,111.65729415739062,113.16996468173635
2019-08-15,111.74490425812522,113.44884580739208
2019-08-16,113.50965322844434,115.08547299929394
2019-08-19,114.74009022583257,116.47868225555615
2019-08-20,113.84343179941565,115.55678521416469
2019-08-21,114.72625122414672,116.50975874817857
2019-08-22,114.72233586647104,116.45079608831092
2019-08-23,111.91955936168473,113.42932451766025
2019-08-26,113.12124766441096,114.67511739765159
2019-08-27,112.77019348885986,114.3077922821944
2019-08-28,113.50741162330851,115.05599166936013
2019-08-29,114.859286231825,116.51574060826083
2019-08-30,114.99872802805669,116.59063544181095
2019-09-03,114.28406508134084,115.78626492948263
2019-09-04,115.52375948679341,117.04162878560557
2019-09-05,116.82476075862014,118.56431856449365
2019-09-06,116.98018756625711,118.67228384402694
2019-09-09,116.85284750873734,118.6611274318085
2019-09-10,116.81815529048282,118.69937242992786
2019-09-11,117.57229042413432,119.55753104998763
2019-09-12,117.91444909522231,119.9017554862654
2019-09-13,117.88906706648761,119.81489693255078
2019-09-16,117.5346291154766,119.4392069395802
2019-09-17,117.86795005322685,119.74756939516975
2019-09-18,117.91415426052714,119.78860592799415
2019-09-19,117.94036151802516,119.79099867202706
2019-09-20,117.44391887493906,119.20455267212608
2019-09-23,117.45831231937296,119.1929974692355
2019-09-24,116.51628077953437,118.1898249435395
2019-09-25,117.12926040939658,118.9177054596291
2019-09-26,116.89756838998471,118.62886429377139
2019-09-27,116.29739957581702,117.99819143566879
2019-09-30,116.80066353019313,118.59379989442746
2019-10-01,115.2395507602207,117.14003281560902
2019-10-02,113.18994964541619,115.04285103038269
2019-10-03,114.08141047304672,115.95996258370835
2019-10-04,115.63633493959667,117.60855349577471
2019-10-07,115.10555393371568,117.08186773708567
2019-10-08,113.27200661507213,115.25997796146574
2019-10-09,114.29325738673633,116.30936157212231
2019-10-10,114.98899111529082,117.05556700592729
2019-10-11,116.22153333506344,118.33603522119216
2019-10-14,116.02677121866567,118.17188908989452
2019-10-15,117.08582084375317,119.34837020574584
2019-10-16,116.78156916340856,119.10972803157021
2019-10-17,117.08639887050072,119.43880814890805
2019-10-18,116.68762442876017,118.9706862594145
2019-10-21,117.30972995227454,119.78820713732202
2019-10-22,116.96784568291096,119.36072298998073
2019-10-23,117.2495726836204,119.70056072886484
2019-10-24,117.46207864185743,119.93043923485493
2019-10-25,117.96383701287535,120.4188799954246
2019-10-28,118.50566918335927,121.090978450422
2019-10-29,118.61346478331951,120.99018167638565
2019-10-30,119.24359693127458,121.38380752300122
2019-10-31,118.69213445003099,121.01688119821618
2019-11-01,119.7653013033202,122.18618408196879
2019-11-04,120.13977063650145,122.63877258845201
2019-11-05,119.96670544269945,122.49335989214366
2019-11-06,120.14015344722057,122.57941113791222
2019-11-07,120.51931020875053,122.91406459805839
2019-11-08,120.88666642795141,123.22880770440234
2019-11-11,120.65963884519233,122.98697520484953
2019-11-12,120.80603708207293,123.17940629406455
2019-11-13,120.98382541404062,123.26705270252171
2019-11-14,121.07610491029286,123.3702324939892
2019-11-15,122.02262866066818,124.31962663855549
2019-11-18,122.02212599580939,124.38217841447248
2019-11-19,122.03357369798762,124.30847022633705
2019-11-20,121.66745653299391,123.84154470885996
2019-11-21,121.48148097022806,123.64553423019734
2019-11-22,121.77148955167469,123.91445531565108
2019-11-25,122.58609699630428,124.84471723455593
2019-11-26,122.88464475835552,125.11882259874763
2019-11-27,123.29529382509163,125.64112166004301
2019-11-29,122.8216007086964,125.137147516463
2019-12-02,121.78985487408598,124.05708620385614
2019-12-03,120.99960223988056,123.23358346586639
2019-12-04,121.70948938045709,124.01285934565453
2019-12-05,121.8414231959555,124.19890978411516
2019-12-06,122.9142364261395,125.33355678579775
2019-12-09,122.5468447880471,124.9371491310789
2019-12-10,122.41313732190197,124.80010131228393
2019-12-11,122.71251185398462,125.16303973034748
2019-12-12,123.89284778573267,126.2363410547313
2019-12-13,123.90027604600455,126.24550351358899
2019-12-16,124.6278613729204,127.14787926524862
2019-12-17,124.58773545657567,127.19051096076163
2019-12-18,124.44918945296888,127.13552648101373
2019-12-19,125.0009047988423,127.70246091778463
2019-12-20,125.7245031101993,128.33392163062976
2019-12-23,125.79058562415571,128.44507723554025
2019-12-24,125.79295571001701,128.41997287639833
2019-12-26,126.2302567377065,129.07853190174615
2019-12-27,126.25240108652605,129.0829185991398
2019-12-30,125.55279435935378,128.33671316533483
2019-12-31,125.90470635567921,128.7147959023383
2020-01-02,126.89079734006089,129.79327177885833
2020-01-03,126.05641062932986,128.8769480802752
2020-01-06,126.32087538613324,129.33231839486172
2020-01-07,125.91371747897921,128.96976904086856
2020-01-08,126.5287265235508,129.60203706165976
2020-01-09,127.31986746372314,130.4645726525114
2020-01-10,126.9237972624556,130.09207298491802
2020-01-13,127.84106149497896,130.99962328871385
2020-01-14,127.73905525737528,130.80122006601835
2020-01-15,127.98857841653457,131.0458441002762
2020-01-16,129.039404218373,132.14224610383945
2020-01-17,129.47742540719148,132.65260089817386
2020-01-21,129.05357865160425,132.300809165727
2020-01-22,129.08284561683743,132.33905416384636
2020-01-23,129.2820015189001,132.4900499295648
2020-01-24,128.11690099601086,131.2920535706209
2020-01-27,126.23614101041103,129.22673613275956
2020-01-28,127.38747315718426,130.52592805641194
2020-01-29,127.38151463886982,130.4127784981407
2020-01-30,127.98606219728332,130.82153893709446
2020-01-31,125.5785582775586,128.50523626742435
2020-02-03,126.42546397191947,129.43749213968997
2020-02-04,128.35867037094826,131.37651938030265
2020-02-05,129.83926877574527,132.85458351031696
2020-02-06,130.20764976510802,133.2964143952539
2020-02-07,129.46787852864173,132.5764999660055
2020-02-10,130.3304571489933,133.54780814433656
2020-02-11,130.63483757479412,133.77329995293297
2020-02-12,131.34419005952452,134.6378294971454
2020-02-13,131.08218450130755,134.41830982202944
2020-02-14,131.31171395440984,134.66611445506277
2020-02-18,130.88523389350638,134.2728971257211
2020-02-19,131.42024070733126,134.9047566292384
2020-02-20,131.02573014688195,134.3900248641121
2020-02-21,129.830958424331,132.97649673677375
2020-02-24,125.659396925755,128.5199720690904
2020-02-25,121.75566333754308,124.62838788481719
2020-02-26,120.97623501458597,124.15747446061859
2020-02-27,115.76634404005716,118.67427779738769
2020-02-28,114.64411082142301,117.69659869490403
2020-03-02,119.86444911038951,123.11525935545896
2020-03-03,116.5949594815545,119.65474843457639
2020-03-04,121.43717716172688,124.70448881698553
2020-03-05,117.29500511878213,120.4742535392429
2020-03-06,115.12918440253831,118.41970344952959
2020-03-09,106.05858084791475,109.42339440309937
2020-03-10,111.24091192332726,114.82850590740294
2020-03-11,105.64946430362131,109.21701536696085
2020-03-12,95.41003436510633,98.82909222695703
2020-03-13,104.37632010404963,108.00747353172812
2020-03-16,91.648264430669,95.06379823993251
2020-03-17,97.15678937870204,100.76333397950391
2020-03-18,91.62308796825894,95.54069352421335
2020-03-19,92.0105455306931,95.99048076938976
2020-03-20,88.03156526353936,91.82838033697423
2020-03-23,84.99721719391012,89.13837190109253
2020-03-24,93.39311927234017,97.50202386266116
2020-03-25,95.13740812418476,98.62671082414178
2020-03-26,101.27336573659151,104.78241445964399
2020-03-27,97.85422782852606,101.25257232141789
2020-03-30,101.09707481637219,104.64615449559156
2020-03-31,99.26603391748533,102.97048472422604
2020-04-01,94.78443847120623,98.42511727606907
2020-04-02,97.07381559957776,100.6720984549974
2020-04-03,95.57758580990574,99.14821230409287
2020-04-06,102.25699561903873,106.1214368175026
2020-04-07,102.01365848403144,105.95131855272446
2020-04-08,105.66128283335223,109.55964464055003
2020-04-09,107.37882364240915,111.14688014871585
2020-04-13,105.68289222862246,110.02377862332207
2020-04-14,108.60923050873585,113.38749040349154
2020-04-15,105.79310890591833,110.8895142661527
2020-04-16,106.14710277795673,111.53452413524917
2020-04-17,109.61167984353828,114.52293498651845
2020-04-20,107.41334181002034,112.47514488502816
2020-04-21,104.16840149864038,109.02499279501974
2020-04-22,106.35802786640352,111.52496288571933
2020-04-23,106.1975243283238,111.46480385383525
2020-04-24,107.59694457535896,113.01617738131284
2020-04-27,109.53950585879792,114.6791053043731
2020-04-28,109.38301523042075,114.07791377620431
2020-04-29,111.90602652309558,117.1105514856752
2020-04-30,110.29073420526461,116.03167681848304
2020-05-01,107.31208305924342,112.77594004444863
2020-05-04,107.52926849794089,113.25521834616062
2020-05-05,108.4808271528971,114.27910853360487
2020-05-06,107.44753558411611,113.48150773610135
2020-05-07,108.80211273905888,114.78707058390638
2020-05-08,110.76731978487835,116.72370508048617
2020-05-11,110.52124030178607,116.7392384634965
2020-05-12,108.20470845564196,114.34604700691551
2020-05-13,106.15771807471968,112.34925347845164
2020-05-14,107.36629991800713,113.64405870471039
2020-05-15,107.67080328214047,114.0902665604392
2020-05-18,111.55971362952101,117.68424591066913
2020-05-19,110.13869231895863,116.45039729763877
2020-05-20,111.83947400078709,118.38942453825146
2020-05-21,111.02374100683838,117.46911293294686
2020-05-22,111.22440781959565,117.74560131456968
2020-05-26,113.0102946192436,119.19259867856334
2020-05-27,115.0656831554403,120.95990276510753
2020-05-28,114.80684407523627,120.70492962657728
2020-05-29,115.27781296652589,121.28580228366992
2020-06-01,115.59860788749556,121.74077380758428
2020-06-02,116.67863302105465,122.74036694383267
2020-06-03,118.60525596436364,124.4156476511278
2020-06-04,118.4048900611668,123.99652838129991
2020-06-05,121.60461698560627,127.24668208592422
2020-06-08,123.23403203200876,128.77893311434212
2020-06-09,121.58209087480827,127.77456421662971
2020-06-10,120.55114443546351,127.09568632020576
2020-06-11,113.07747358343101,119.60415065222215
2020-06-12,114.79781574603783,121.16628180124603
2020-06-15,115.69055067397547,122.17344223366352
2020-06-16,117.90236907310876,124.49014369400578
2020-06-17,117.23214612491539,124.04194188491621
2020-06-18,117.38907817010573,124.11565007305164
2020-06-19,116.55334347109421,123.41445935219082
2020-06-22,117.05012301854296,124.21604805641584
2020-06-23,117.38007867875089,124.75109869261827
2020-06-24,114.15648281585962,121.52564082986198
2020-06-25,115.46175721872909,122.85749468222366
2020-06-26,112.94929329406216,119.88103782451712
2020-06-29,114.67263730313404,121.64157219623652
2020-06-30,116.31847164859643,123.51605370757147
2020-07-01,116.5002399075184,124.13636773479992
2020-07-02,117.06587984119254,124.70010211959188
2020-07-06,118.53832914074984,126.68055495709936
2020-07-07,117.1508761539879,125.3100573159462
2020-07-08,117.85514316785913,126.29091701720529
2020-07-09,116.71846041724466,125.57818082005564
2020-07-10,117.97769532405889,126.89250733604621
2020-07-13,117.11417167237839,125.7044710173043
2020-07-14,118.85129186348335,127.38971176480143
2020-07-15,120.29701952585053,128.5466715909209
2020-07-16,119.84868305842741,128.10882861270548
2020-07-17,120.38588741604836,128.4737609841298
2020-07-20,120.69229016792829,129.5538320233384
2020-07-21,121.24352903406952,129.77135774509358
2020-07-22,122.08363165810492,130.5171643882264
2020-07-23,121.07725900447228,128.90921121831232
2020-07-24,120.15998645713901,128.11121163013664
2020-07-27,120.77662533549184,129.05861182134217
2020-07-28,120.2944000494013,128.22316481639143
2020-07-29,121.63522197248867,129.8167712487099
2020-07-30,120.82824198811528,129.3299256508288
2020-07-31,120.88651757258708,130.3219514909081
2020-08-03,121.87179607457412,131.25779647922306
2020-08-04,122.29048325578769,131.7318905021971
2020-08-05,123.16380320392899,132.57889271003842
2020-08-06,123.60001486251424,133.43106947001596
2020-08-07,124.02780522023666,133.51553527969767
2020-08-10,124.50959588894001,133.88166402313843
2020-08-11,123.9325891976399,132.814743349509
2020-08-12,125.36669107527875,134.67369147783361
2020-08-13,124.87377365782287,134.39799095095333
2020-08-14,124.91124207158315,134.3748902717739
2020-08-17,125.08621242995083,134.73902506185388
2020-08-18,124.99960652604172,135.0493814708042
2020-08-19,124.53043029678528,134.45457059338983
2020-08-20,124.5649976051499,134.87926320602605
2020-08-21,124.7126427537693,135.3433971887981
2020-08-24,126.05498796110217,136.7027481443346
2020-08-25,126.40248192226669,137.19437923028147
2020-08-26,127.16512132401006,138.59316182935203
2020-08-27,127.85101249717596,138.82503428870285
2020-08-28,128.871530628466,139.75968290500134
2020-08-31,128.09561913367176,139.4529156121004
2020-09-01,128.40815023267297,140.502299222757
2020-09-02,130.22913538798602,142.66124492915776
2020-09-03,126.08121840324628,137.65014833554014
2020-09-04,125.40782902246652,136.5306359261957
2020-09-08,121.84148463742576,132.74104488797533
2020-09-09,124.28850742102561,135.4151114235728
2020-09-10,122.46434417733674,133.03386423395278
2020-09-11,122.82432354846138,133.10478088738316
2020-09-14,124.81399015026192,134.80077925642658
2020-09-15,125.46473162858243,135.50435299471854
2020-09-16,125.51377792982106,134.87846562468175
2020-09-17,124.64930441882234,133.74381862299916
2020-09-18,123.67070434778744,132.248217430012
2020-09-21,121.87304120630702,130.7179603549548
2020-09-22,122.51701409542042,132.09284469350166
2020-09-23,119.62718728524943,128.95941020999442
2020-09-24,119.87600532087687,129.3446711790966
2020-09-25,121.65278906786858,131.41117526237264
2020-09-28,123.60069161304479,133.52828685460472
2020-09-29,122.91035610524459,132.88566000293937
2020-09-30,124.04933361373027,133.98246079717478
2020-10-01,124.61796615569992,134.69161760487685
2020-10-02,123.72156543388353,133.40158814008214
2020-10-05,125.70411690481804,135.79917602065854
2020-10-06,124.11974240872354,133.9015841035424
2020-10-07,126.28645601982242,136.2310371387917
2020-10-08,127.39357445559698,137.32226459021877
2020-10-09,128.38524783550815,138.52981247209073
2020-10-12,129.7031467263232,140.80389196352175
2020-10-13,128.93961082688713,139.915853222856
2020-10-14,128.30770323655787,138.98917069339873
2020-10-15,128.14748933700247,138.7768292503815
2020-10-16,128.3946380574284,138.79555295876904
2020-10-19,126.42477583238932,136.5290407635071
2020-10-20,126.7925873217789,137.1744591498775
2020-10-21,126.39256321665557,136.8732651997849
2020-10-22,127.27530613003644,137.58759655962314
2020-10-23,127.46929562480646,138.06169058259718
2020-10-26,125.04774773343645,135.49519053586087
2020-10-27,124.28423575435417,135.08523372489066
2020-10-28,120.1633834833573,130.31836237485876
2020-10-29,121.34764723549915,131.87531897174645
2020-10-30,120.19942446861447,130.27573067934574
2020-11-02,121.91487493992103,131.88049352388265
2020-11-03,124.15795157064109,134.22787268617517
2020-11-04,126.2655255017721,137.1872009981828
2020-11-05,128.75506495890636,139.85689056298835
2020-11-06,128.81077147655813,139.81665161150823
2020-11-09,131.335974741555,141.45249094866756
2020-11-10,131.60195471464095,141.25448651664422
2020-11-11,132.36046940300443,142.33534541059535
2020-11-12,130.97615331082932,140.91504756843224
2020-11-13,132.89833573659843,142.83294863002274
2020-11-16,134.63389769524795,144.49667413442728
2020-11-17,134.11815165600447,143.80425680835376
2020-11-18,132.65749733486768,142.14132888529352
2020-11-19,133.17021937439893,142.70228146198215
2020-11-20,132.31604916601597,141.7329672370119
2020-11-23,133.32068992426213,142.5317644065319
2020-11-24,135.62382784552972,144.83531550129496
2020-11-25,135.36124526243927,144.60583578597704
2020-11-27,135.61447691024088,144.9524529662877
2020-11-30,135.01493328296513,144.28631691816904
2020-12-01,136.30794154507896,145.91259500579852
2020-12-02,136.4822199510021,146.17394879508316
2020-12-03,136.63559832203777,146.08271327057665
2020-12-04,138.04592919024543,147.37354031671566
2020-12-07,137.793767298806,147.08827854030554
2020-12-08,138.2549259312329,147.49823535127572
2020-12-09,137.38067747000758,146.3257421421459
2020-12-10,137.2499701164321,146.13769775032455
2020-12-11,136.93445061795904,145.9528339572786
2020-12-14,136.0486139082819,145.31658775636768
2020-12-15,137.93041308416636,147.19425959307983
2020-12-16,138.02898403260613,147.45520486509056
2020-12-17,139.08190609577474,148.30420102629265
2020-12-18,138.70135414379067,147.7834874010841
2020-12-21,138.3418550903248,147.2062038600408
2020-12-22,138.18508685265795,146.90103172982847
2020-12-23,138.38661652072736,147.01059217205037
2020-12-24,138.83215132388403,147.5305082159146
2020-12-28,139.63943153813372,148.81734735533212
2020-12-29,139.1936690763561,148.48587449396138
2020-12-30,139.51492380349347,148.68507529800118
2020-12-31,140.40693629355653,149.64243552940871
2021-01-04,138.21790901928605,147.4344872033423
2021-01-05,139.22612875637498,148.47870598846444
2021-01-06,140.4629994083673,149.3264960510483
2021-01-07,142.336316848443,151.54360683597244
2021-01-08,142.9961691638437,152.37586351554597
2021-01-11,142.49352644374562,151.37707768724366
2021-01-12,142.73198058320156,151.44001852723102
2021-01-13,142.94276010496756,151.78464175418097
2021-01-14,142.59185403443428,151.21492550930677
2021-01-15,141.42006068571436,150.1276859646012
2021-01-19,142.30203307441988,151.34918179339667
2021-01-20,143.6885420967766,153.45832729878748
2021-01-21,143.55109380825374,153.506931127781
2021-01-22,143.16562338877495,153.04478137176793
2021-01-25,143.65734142419777,153.59816665228752
2021-01-26,143.3262800761905,153.36948451831387
2021-01-27,139.98449020643028,149.43128073180617
2021-01-28,141.4291095116492,150.88982357208866
2021-01-29,138.64285090551124,147.97591849029914
2021-02-01,140.48329529462157,150.35119354643865
2021-02-02,142.46919430185866,152.44080803549588
2021-02-03,142.53038329992762,152.59458560931762
2021-02-04,144.3746975654223,154.2507438175531
2021-02-05,144.85961104416273,154.85193534572184
2021-02-08,146.08565705898872,155.9977387596229
2021-02-09,145.9435688497673,155.8240313787954
2021-02-10,145.95214625664528,155.77024327106395
2021-02-11,146.22277991923,156.0292043163157
2021-02-12,146.87482314629116,156.764263064504
2021-02-16,146.6744445398191,156.67502149335823
2021-02-17,146.50360859711927,156.62482250167614
2021-02-18,145.81767303829784,155.93319303034514
2021-02-19,145.86921901818846,155.64395307381528
2021-02-22,145.0774004368679,154.44038337206305
2021-02-23,145.2114084437376,154.63440962396666
2021-02-24,146.98275030351834,156.3897597169481
2021-02-25,143.65532676720838,152.5615248899362
2021-02-26,142.7478397448243,151.83682497262205
2021-03-01,146.15642529548032,155.44913896716912
2021-03-02,145.16115136064948,154.1929775297019
2021-03-03,143.68593395276952,152.17825787419477
2021-03-04,141.69955580182213,150.13644963278674
2021-03-05,144.49862037174427,153.06350508015547
2021-03-08,144.37064744329206,152.24320239414467
2021-03-09,145.85561620890678,154.39815046722217
2021-03-10,146.80830565034302,155.3292196940731
2021-03-11,147.8107929576138,156.94394257881197
2021-03-12,148.2881840535816,157.10330322204382
2021-03-15,149.29299485046658,158.12320550276658
2021-03-16,148.87696559650124,157.87500207906112
2021-03-17,149.2096630113172,158.3295845389051
2021-03-18,147.24764753785965,155.99255448088493
2021-03-19,146.83074826345182,155.89853714827512
2021-03-22,147.71681816690045,156.99374277982193
2021-03-23,146.34447130842852,155.79574642087803
2021-03-24,145.77652884748224,154.9439587249709
2021-03-25,146.86406197024334,155.75590626007008
2021-03-26,149.5561850718626,158.34631429393187
2021-03-29,149.22821953933553,158.20886768446476
2021-03-30,148.83638971206264,157.70927051167664
2021-03-31,149.0719161134256,158.2805721926377
2021-04-01,150.62187047390373,160.15227189586935
2021-04-05,152.48856554445146,162.46458665881795
2021-04-06,152.41392819812512,162.30642238760254
2021-04-07,152.34945748980533,162.54586214312246
2021-04-08,152.97724344181697,163.23190854504335
2021-04-09,154.15485248918907,164.49204816263034
2021-04-12,154.08836218449116,164.45979475119498
2021-04-13,154.4780285713461,165.00160537562044
2021-04-14,154.20237569931086,164.3271239031919
2021-04-15,155.71010293953628,166.15020032422655
2021-04-16,156.3702798324007,166.74980641630847
2021-04-19,155.65032611018853,165.86493854781642
2021-04-20,154.41974880035878,164.7366721968882
2021-04-21,155.95991345753254,166.26972080665044
2021-04-22,154.77715152089675,164.7382673595768
2021-04-23,156.39495733077356,166.53864189210418
2021-04-26,156.49952396434588,166.83545887140488
2021-04-27,156.63768686613312,166.79960661731843
2021-04-28,156.20082530236732,166.65857089180196
2021-04-29,156.9719089485742,167.78565059731548
2021-04-30,155.8126597759952,166.57848205291214
2021-05-03,156.6422876138533,167.0362548381333
2021-05-04,155.7314076031933,165.92073033551037
2021-05-05,155.90158919736555,166.03744955662745
2021-05-06,157.04864297375008,167.39322112271634
2021-05-07,158.27654815697846,168.62746852641885
2021-05-10,157.14738190750995,166.86773173604377
2021-05-11,155.60811584337222,165.42033558137794
2021-05-12,152.33701348615247,161.87216852543648
2021-05-13,154.30841801020892,163.84266132274198
2021-05-14,156.54615123220935,166.28685907895112
2021-05-17,155.97415721685383,165.86614464643463
2021-05-18,154.72596230694626,164.4534141004406
2021-05-19,154.17387459664303,163.96936003726455
2021-05-20,155.6400012431703,165.700014288378
2021-05-21,155.67260381355638,165.5701252484782
2021-05-24,156.9382732207686,167.21113913777373
2021-05-25,156.50632616183947,166.85576801587925
2021-05-26,156.8184390599737,167.16892568613636
2021-05-27,157.2647561595053,167.36373006618078
2021-05-28,157.3139792984039,167.49241300746235
2021-06-01,157.2319926801217,167.40995087774314
